id,title,author,subject,year_of_publication,edition,ISBN,publisher,seller,price_foreign_currency,price_indian_currency,link,medium
,NON CONVENTIONAL ENERGY RESOURCES EB,KHAN,ECE,2016,3,9789352601899,McGraw Hill,7,,9900,,electronic
,CIRCUIT THEORY & TRANSMISSION LINES MU EB,SINGH,ECE,2016,2,9789353164201,McGraw Hill,7,,7182,,electronic
,ELECTRIC MACHINES EB,KOTHARI,ECE,2017,5,9789352606412,McGraw Hill,7,,12582,,electronic
,BASIC ELECTRONICS 2E EB,KOTHARI,ECE,2017,2,9789352606474,McGraw Hill,7,,9720,,electronic
,SOLAR ENERGY E-BOOK,SUKHATME,ECE,2017,4,9789352607129,McGraw Hill,7,,11880,,electronic
,Circuit Theory and Networks EB,SINGH,ECE,2017,1,9789353160340,McGraw Hill,7,,7380,,electronic
,CIRCUITS AND NETWORK (EXAM PREP) EB,MHE,ECE,2017,1,9789353164140,McGraw Hill,7,,6300,,electronic
,LINEAR INTEGRATED CIRCUITS EB,SALIVAHANAN,ECE,2018,3,9789353160494,McGraw Hill,7,,11430,,electronic
,ELECTRONIC DEVICES & CIRCUITS JNTU EB,SALIVAHANAN,ECE,2018,1,9789353164089,McGraw Hill,7,,6300,,electronic
,BASIC ELECTRONICS & DEVICES JNTU EB,SALIVAHANAN,ECE,2018,1,9789353164096,McGraw Hill,7,,6480,,electronic
,LINEAR  IC APPLICATIONS EB,SALIVAHNAN,ECE,2018,1,9789353161026,McGraw Hill,7,,6300,,electronic
,DIGITAL ELECTRONICS - AU 2018 EB,MANDAL,ECE,2018,1,9789353161590,McGraw Hill,7,,8100,,electronic
,Basic Electrical Engineering - MU EB,SINGH,ECE,2018,3,9789353164065,McGraw Hill,7,,7650,,electronic
,CIRCUIT THEORY &  NETWORKS MU EB,SINGH,ECE,2018,2,9789353164072,McGraw Hill,7,,8100,,electronic
,Electronic Circuits 1 AU 2018 EB,Salivahanan,ECE,2018,1,9789353161798,McGraw Hill,7,,8100,,electronic
,SIGNALS AND SYSTEMS AU 2018 EB,SALIVAHANAN,ECE,2018,1,9789353161811,McGraw Hill,7,,8100,,electronic
,Electronic Instrumentation and Measurements EB,KALSI,ECE,2019,4,9789353162528,McGraw Hill,7,,11070,,electronic
,ELETROMAGNETIC FIELD THEORY EB,SALIVAHANAN,ECE,2018,2,9789353162771,McGraw Hill,7,,13050,,electronic
,BASIC ELECTRICAL ENGINEERING EB,SALIVAHNAN,ECE,2018,1,9789353169077,McGraw Hill,7,,6750,,electronic
,Basic Electrical Engineering MAKAUT 2018 EB,Chakrabarti,ECE,2018,1,9789353162986,McGraw Hill,7,,8100,,electronic
,BASIC ELECTRONICS - GTU 2018 EB,SALIVHANAN,ECE,2018,1,9789353169053,McGraw Hill,7,,5382,,electronic
,Linear Integrated Circuits AU 2018 EB,Salivahanan,ECE,2018,1,9789353169022,McGraw Hill,7,,8010,,electronic
,Linear Integrated Circuits & Applications-AU 2018 EB,Salivahanan,ECE,2018,1,9789353168957,McGraw Hill,7,,8010,,electronic
,Electronic Circuits - II AU 2018 EB,Salivahanan,ECE,2018,1,9789353168971,McGraw Hill,7,,8010,,electronic
,Measurements and Instrumentation AU 2018 EB,Salivahanan,ECE,2019,1,9789389691115,McGraw Hill,7,,8010,,electronic
,POWER SYSTEM ENGINEERING EB,Kothari,ECE,2019,3,9789353165123,McGraw Hill,7,,12330,,electronic
,BASIC ELECTRICAL ENGINEERING EB,Kothari,ECE,2019,4,9789353165734,McGraw Hill,7,,10782,,electronic
,Network Analysis and Synthesis EB,SINGH,ECE,2019,2,9789353166731,McGraw Hill,7,,12510,,electronic
,Basic Electrical Engineering EB,Kulshreshtha,ECE,2019,2,9789353167226,McGraw Hill,7,,11250,,electronic
,Digital Signal Processing EB,Salivahanan,ECE,2020,4,9789353167431,McGraw Hill,7,,13050,,electronic
,Analog and Digital Electronics (JNTU) EB,Salivahanan,ECE,2019,1,9789389691153,McGraw Hill,7,,7110,,electronic
,Network Analysis and Transmission Lines (JNTU) EB,Salivahanan,ECE,2019,1,9789389691160,McGraw Hill,7,,7110,,electronic
,Basic Electronics (GTU2019) EB,Salivahanan,ECE,2019,1,9789389691207,McGraw Hill,7,,5850,,electronic
,ENGINEERING ELECTROMAGNETICS (SIE) EB,Hayt,ECE,2020,9,9789353169732,McGraw Hill,7,,13050,,electronic
,ULTRACAPACITORS-EB,DESHPANDE,ECE,2014,1,9789383286720,McGraw Hill,7,,18810,,electronic
,INSTRUMENTATION AND CONTROL SYSTEMS EB,"RAJU, PADMA",ECE,2016,1,9789385880537,McGraw Hill,7,,9180,,electronic
,INSTRUMENTATION MEASUREMENT & ANALYSIS EB,NAKRA & CHAUDHARY,ECE,2016,4,9789385965005,McGraw Hill,7,,14940,,electronic
,ELECTRONIC DEVICES EB,SALIVAHANAN,ECE,2017,1,9789339224820,McGraw Hill,7,,9270,,electronic
,Physics for EE & Info Science EB,Salivahnan,ECE,2018,1,9789353160456,McGraw Hill,7,,9270,,electronic
,ELECTRONIC CIRCUIT ANALYSIS (JNTUH'19) EB,SALIVAHANAN,ECE,2019,1,9789389811025,McGraw Hill,7,,6300,,electronic
,ELECTROMAGNETIC FIELDS & WAVES (JNTUH'19) EB,SALIVAHANAN,ECE,2019,1,9789389811001,McGraw Hill,7,,7182,,electronic
,HIGH-VOLTAGE ENGINEERING EB,NAIDU,ECE,2020,6,9789389811230,McGraw Hill,7,,10782,,electronic
,Microwave Engineering EB,"Das, Annapurna",ECE,2020,4,9789390113354,McGraw Hill,7,,11610,,electronic
,HVDC Transmission EB,Kamakshaiah,ECE,2020,2,9789390219612,McGraw Hill,7,,10350,,electronic
,Sport Psychology EXP,Cox,HSS,2017,7,9789332902312,McGraw Hill,7,,23976,,electronic
,Kinesiology EXP,Hamilton,HSS,2011,12,9789332902152,McGraw Hill,7,,23976,,electronic
,ENGLISH SKILLS EXP,LANGAN,HSS,2013,10,9789351348191,McGraw Hill,7,,23976,,electronic
,CLASSROOM READING INVENTORY EXP,WHEELOCK,HSS,2013,12,9789351347583,McGraw Hill,7,,23976,,electronic
,EBOOK STRATEGIC READING AND WRITING,KUEHNER,HSS,2019,5,9781260569124,McGraw Hill,7,,23976,,electronic
,EBOOK COMMON GROUND: BASIC INTEGRATED RDG AND WRITING SKILLS,HOEFFNER,HSS,2018,14,9781260290745,McGraw Hill,7,,23976,,electronic
,EBOOK LIFE:THE ESSENTIALS OF HUMAN DEVELOPMENT,MARTORELL,HSS,2018,18,9781260289046,McGraw Hill,7,,23976,,electronic
,EBOOK FUNDAMENTALS OF PSYCHOLOGY:PERSPECTIVES AND CNCTIONS,FEIST,HSS,2019,3,9781260569858,McGraw Hill,7,,23976,,electronic
,EBOOK THE SCIENCE OF PSYCHOLOGY: AN APPRECIATIVE VIEW,KING,HSS,2019,6,9781260568752,McGraw Hill,7,,23976,,electronic
,EBOOK METHODS IN BEHAVIORAL RESEARCH,COZBY,HSS,2017,4,9781260546941,McGraw Hill,7,,23976,,electronic
,EBOOK BUILDINGS ACROSS TIME: AN INTRODUCTION TO WORLD ARCHIT,FAZIO,HSS,2018,5,9781260290691,McGraw Hill,7,,23976,,electronic
,EBOOK EXPERIENCE HISTORY VOL 2: SINCE 1865,DAVIDSON,HSS,2018,8,9781260288995,McGraw Hill,7,,23976,,electronic
,"EBOOK WRITE NOW, 3E",RUSSELL,HSS,2020,3,9781260589924,McGraw Hill,7,,23976,,electronic
,EBOOK ENGAGING QUESTIONS 3E,CHANNELL,HSS,2020,3,9781260590395,McGraw Hill,7,,23976,,electronic
,EBOOK EXPLORING PHYSICAL GEOGRAPHY 3E,REYNOLDS,HSS,2020,3,9781260589771,McGraw Hill,7,,23976,,electronic
,EBOOK EXPERIENCE SOCIOLOGY 4E,CROTEAU,HSS,2019,3,9781260568516,McGraw Hill,7,,23976,,electronic
,EBOOK OLA EXPERIENCE SOCIOLOGY 3E,CROTEAU,HSS,2017,3,9781260546804,McGraw Hill,7,,23976,,electronic
,EBOOK INTERPERSONAL COMMUNICATION 4E,FLOYD,HSS,2020,4,9781260579215,McGraw Hill,7,,23976,,electronic
,EBOOK ESSENTIALS OF MEDICAL LANGUAGE 4E,ALLAN,HSS,2020,4,9781260590029,McGraw Hill,7,,23976,,electronic
,EBOOK QNS AND ANS: A GUIDE TO FITNESS AND WELLNESS 5E,LIGUORI,HSS,2020,5,9781260579604,McGraw Hill,7,,23976,,electronic
,EBOOK HUMAN COMMUNICATION 7E,PEARSON,HSS,2020,7,9781260589610,McGraw Hill,7,,23976,,electronic
,EBOOK TONAL HARMONY 8E,KOSTKA,HSS,2017,8,9781260538014,McGraw Hill,7,,23976,,electronic
,EBOOK LAW & ETHICS FOR THE HEALTH PROFESSIONS 9E,JUDSON,HSS,2020,9,9781260579505,McGraw Hill,7,,23976,,electronic
,EBOOK OLA FOR BIOLOGY: CONCEPTS AND INVESTIGATIONS,HOEFNAGELS,HSS,2017,2,9781260547160,McGraw Hill,7,,23976,,electronic
,"EBOOK MUSIC IN THEORY AND PRACTICE, VOLUME 2 10E",BENWARD,HSS,2020,10,9781260589498,McGraw Hill,7,,23976,,electronic
,EBOOK ENGLISH SKILLS WITH READINGS 10E,LANGAN,HSS,2020,10,9781260579543,McGraw Hill,7,,23976,,electronic
,EBOOK INTRODUCTION TO MASS COMMUNICATION 11E,BARAN,HSS,2020,11,9781260590081,McGraw Hill,7,,23976,,electronic
,EBOOK COMMUNICATING IN GROUPS: APPLICATIONS AND SKILLS 11E,ADAMS,HSS,2020,11,9781260589917,McGraw Hill,7,,23976,,electronic
,"EBOOK INFANTS, TODDLERS, AND CAREGIVERS 12E",GONZALEZ-MENA,HSS,2020,12,9781260579291,McGraw Hill,7,,23976,,electronic
,EBOOK CRITICAL THINKING 13E,MOORE,HSS,2020,13,9781260579789,McGraw Hill,7,,23976,,electronic
,EBOOK FIT & WELL 14E,FAHEY,HSS,2020,14,9781260589559,McGraw Hill,7,,23976,,electronic
,EBOOK EXPERIENCE HUMAN DEVELOPMENT 14E,PAPALIA,HSS,2020,14,9781260589597,McGraw Hill,7,,23976,,electronic
,EBOOK COMPREHENSIVE STRESS MANAGEMENT 15E,GREENBERG,HSS,2020,15,9781260579307,McGraw Hill,7,,23976,,electronic
,EBOOK CHILD DEVELOPMENT: INTRO 15E,SANTROCK,HSS,2020,15,9781260589979,McGraw Hill,7,,23976,,electronic
,"EBOOK FOUNDATIONS OF PHYSICAL ED, EXERCISE SCIENCE, & SPORT",WALTON-FISETTE / WUEST,HSS,2020,12,9781260590494,McGraw Hill,7,,23976,,electronic
,EBOOK PUBLIC AND PRIVATE FAMILIES: AN INTRODUCTION 9E,CHERLIN,HSS,2020,9,9781260590418,McGraw Hill,7,,23976,,electronic
,EBOOK OLA WINDOW ON HUMANITY,KOTTAK,HSS,2019,9,9781260590791,McGraw Hill,7,,23976,,electronic
,EBOOK MIRROR FOR HUMANITY,KOTTAK,HSS,2019,12,9781260569636,McGraw Hill,7,,23976,,electronic
,EBOOK FILM ART: AN INTRODUCTION,BORDWELL,HSS,2019,12,9781260568585,McGraw Hill,7,,23976,,electronic
,EBOOK ROCK MUSIC STYLES,CHARLTON,HSS,2019,8,9781260569070,McGraw Hill,7,,23976,,electronic
,EBOOK HARMONY IN CONTEXT,ROIG-FRANCOLI,HSS,2019,3,9781260569711,McGraw Hill,7,,23976,,electronic
,EBOOK THE THEATRE EXPERIENCE,WILSON,HSS,2019,14,9781260568677,McGraw Hill,7,,23976,,electronic
,EBOOK THEATRICAL DESIGN AND PRODUCTION,GILLETTE,HSS,2019,8,9781260569056,McGraw Hill,7,,23976,,electronic
,"EBOOK THEATRE, BRIEF",COHEN,HSS,2019,12,9781260568691,McGraw Hill,7,,23976,,electronic
,EBOOK EXPLORING WRITING: PARAGRAPHS AND ESSAYS,LANGAN,HSS,2019,4,9781260569780,McGraw Hill,7,,23976,,electronic
,EBOOK  DEUTSCH: NA KLAR!,DI DONATO,HSS,2019,8,9781260569865,McGraw Hill,7,,23976,,electronic
,EBOOK EN AVANT: BEGINNING FRENCH,ANDERSON,HSS,2019,3,9781260569827,McGraw Hill,7,,23976,,electronic
,EBOOK EXPERIENCE SPANISH,AMORES,HSS,2019,3,9781260569841,McGraw Hill,7,,23976,,electronic
,EBOOK PUNTO Y APARTE,FOERSTER,HSS,2019,6,9781260569834,McGraw Hill,7,,23976,,electronic
,EBOOK A TOPICAL APPROACH TO LIFE-SPAN DEVELOPMENT,SANTROCK,HSS,2019,10,9781260568745,McGraw Hill,7,,23976,,electronic
,EBOOK AMERICA'S LONGEST WAR,HERRING,HSS,2019,6,9781260569315,McGraw Hill,7,,23976,,electronic
,EBOOK ESSENTIALS OF UNDERSTANDING PSYCHOLOGY,FELDMAN,HSS,2018,13,9781260289602,McGraw Hill,7,,23976,,electronic
,EBOOK MUSIC:AN APPRECIATION,KAMIEN,HSS,2017,12,9781260546736,McGraw Hill,7,,23976,,electronic
,EBOOK TO ACCOMPANY A HISTORY OF EUROPE IN THE MODERN WORLD,KRAMER/PALMER,HSS,2019,12,9781260569032,McGraw Hill,7,,23976,,electronic
,"EBOOK WRITING MATTERS: A HDBK OF WRITING & RESEARCH, TABBED",HOWARD,HSS,2018,3,9781260290547,McGraw Hill,7,,23976,,electronic
,EBOOK INFANTS TODDLERS & CAREGIVERS,GONZALEZ-MENA,HSS,2015,11,9781260547573,McGraw Hill,7,,23976,,electronic
,EBOOK OLA FOR INTERVIEWING,STEWART,HSS,2017,15,9781260538076,McGraw Hill,7,,23976,,electronic
,EBOOK OLA FOR THEORIES OF PERSONALITY,FEIST,HSS,2017,9,9781260546699,McGraw Hill,7,,23976,,electronic
,EBOOK OLA FOR ANIMAL DIVERSITY,HICKMAN JR,HSS,2017,8,9781260538298,McGraw Hill,7,,23976,,electronic
,EBOOK OLA FOR EXPLORING SOCIAL PSYCHOLOGY,MYERS,HSS,2017,8,9781260546866,McGraw Hill,7,,23976,,electronic
,EBOOK OLA FOR RESEARCH DESIGN AND METHODS,BORDENS,HSS,2017,10,9781260546873,McGraw Hill,7,,23976,,electronic
,EBOOK OLA PSYCHOLOGY AND YOUR LIFE WITH P.O.W.E.R. LEARNING,FELDMAN,HSS,2017,3,9781260547429,McGraw Hill,7,,23976,,electronic
,EBOOK HEALTH PSYCHOLOGY,TAYLOR,HSS,2017,10,9781260538304,McGraw Hill,7,,23976,,electronic
,EBOOK MANUAL OF STRUCTURAL KINESIOLOGY,FLOYD,HSS,2017,12,9781260546996,McGraw Hill,7,,23976,,electronic
,EBOOK OLA FOR INTERPERSONAL CONFLICT,WILMOT,HSS,2017,10,9781260546712,McGraw Hill,7,,23976,,electronic
,EBOOK A FIRST LOOK AT COMMUNICATION THEORY,GRIFFIN,HSS,2018,10,9781260290707,McGraw Hill,7,,23976,,electronic
,EBOOK ABNORMAL PSYCHOLOGY,WHITBOURNE,HSS,2019,9,9781260569117,McGraw Hill,7,,23976,,electronic
,EBOOK ABNORMAL PSYCHOLOGY,NOLEN-HOEKSEMA,HSS,2019,8,9781260569674,McGraw Hill,7,,23976,,electronic
,EBOOK ADOLESCENCE,STEINBERG,HSS,2019,12,9781260569414,McGraw Hill,7,,23976,,electronic
,EBOOK ADOLESCENCE,SANTROCK,HSS,2018,17,9781260289879,McGraw Hill,7,,23976,,electronic
,EBOOK AMERICAS MUSICAL LANDSCAPE,FERRIS,HSS,2018,8,9781260290738,McGraw Hill,7,,23976,,electronic
,EBOOK ANALYZING MORAL ISSUES,BOSS,HSS,2019,7,9781260569018,McGraw Hill,7,,23976,,electronic
,EBOOK ANTHROPOLOGY: APPRECIATING HUMAN DIVERSITY,KOTTAK,HSS,2018,18,9781260290387,McGraw Hill,7,,23976,,electronic
,EBOOK BIOLOGICAL ANTHROPOLOGY: CONCEPTS AND CONNECTIONS,FUENTES,HSS,2018,3,9781260288780,McGraw Hill,7,,23976,,electronic
,EBOOK BUSINESS STATISTICS AND ANALYTICS IN PRACTICE,BOWERMAN,HSS,2018,9,9781260289626,McGraw Hill,7,,23976,,electronic
,EBOOK CAREER ACHIEVEMENT: GROWING YOUR GOALS,BLACKETT,HSS,2018,3,9781260290318,McGraw Hill,7,,23976,,electronic
,EBOOK CHILD,MARTORELL,HSS,2019,2,9781260569506,McGraw Hill,7,,23976,,electronic
,EBOOK CHILDREN,SANTROCK,HSS,2018,14,9781260290134,McGraw Hill,7,,23976,,electronic
,EBOOK CHILDREN MOVING: A REFLECTIVE APPROACH TO TEACHING PE,GRAHAM,HSS,2019,10,9781260569162,McGraw Hill,7,,23976,,electronic
,EBOOK CHOOSING SUCCESS,ATKINSON,HSS,2018,3,9781260289909,McGraw Hill,7,,23976,,electronic
,EBOOK COLLEGE WRITING SKILLS WITH READINGS,LANGAN,HSS,2018,10,9781260289114,McGraw Hill,7,,23976,,electronic
,EBOOK COMMON PLACES: INTEGRATED READING AND WRITING,HOEFFNER,HSS,2018,2,9781260289268,McGraw Hill,7,,23976,,electronic
,EBOOK COMPREHENSIVE SCHOOL HEALTH EDUCATION,MEEKS,HSS,2019,9,9781260569582,McGraw Hill,7,,23976,,electronic
,EBOOK CULTURAL ANTHROPOLOGY,KOTTAK,HSS,2018,18,9781260290370,McGraw Hill,7,,23976,,electronic
,EBOOK EFFECTIVE GROUP DISCUSSION: THEORY & PRACTICE,GALANES,HSS,2018,15,9781260288865,McGraw Hill,7,,23976,,electronic
,EBOOK ESSENTIALS OF ATHLETIC INJURY MANAGEMENT,PRENTICE,HSS,2019,11,9781260569087,McGraw Hill,7,,23976,,electronic
,EBOOK ETHICS FOR LIFE,BOSS,HSS,2018,7,9781260290776,McGraw Hill,7,,23976,,electronic
,EBOOK EXPERIENCE MUSIC,CHARLTON,HSS,2018,5,9781260290356,McGraw Hill,7,,23976,,electronic
,EBOOK EXPERIENCING INTERCULTURAL COMMUNICATION,MARTIN,HSS,2017,6,9781260547221,McGraw Hill,7,,23976,,electronic
,EBOOK FARM MANAGEMENT,KAY,HSS,2019,9,9781260569438,McGraw Hill,7,,23976,,electronic
,EBOOK FILM HISTORY,THOMPSON,HSS,2018,4,9781260288735,McGraw Hill,7,,23976,,electronic
,EBOOK FOUNDATIONS OF EARLY CHILDHOOD EDUCATION,GONZALEZ-MENA,HSS,2019,7,9781260569803,McGraw Hill,7,,23976,,electronic
,EBOOK HEALTH EDUCATION: ELEMENTARY AND MIDDLE SCH APP,TELLJOHANN,HSS,2019,9,9781260569223,McGraw Hill,7,,23976,,electronic
,EBOOK HISTORY AND PHILOSOPHY OF SPORT AND PE,MECHIKOFF,HSS,2019,7,9781260569230,McGraw Hill,7,,23976,,electronic
,EBOOK HOW TO THINK ABOUT WEIRD THINGS,SCHICK,HSS,2019,8,9781260569025,McGraw Hill,7,,23976,,electronic
,EBOOK HUMAN GEOGRAPHY,BJELLAND,HSS,2019,13,9781260569605,McGraw Hill,7,,23976,,electronic
,EBOOK HUMANITIES THROUGH THE ARTS,MARTIN,HSS,2018,10,9781260289404,McGraw Hill,7,,23976,,electronic
,EBOOK IMAGES OF THE PAST,PRICE,HSS,2019,8,9781260569179,McGraw Hill,7,,23976,,electronic
,EBOOK INTEGRATED PRINCIPLES OF ZOOLOGY,"HICKMAN, JR.",HSS,2019,18,9781260569452,McGraw Hill,7,,23976,,electronic
,EBOOK INTRO TO GEOGRAPHIC INFORMATION SYSTEMS,CHANG,HSS,2018,9,9781260289084,McGraw Hill,7,,23976,,electronic
,EBOOK JAZZ,TANNER,HSS,2018,13,9781260288834,McGraw Hill,7,,23976,,electronic
,EBOOK LAUNCHING THE IMAGINATION,STEWART,HSS,2018,6,9781260290325,McGraw Hill,7,,23976,,electronic
,EBOOK LAW & ETHICS FOR HEALTH PROFESSIONS,JUDSON,HSS,2018,8,9781260290561,McGraw Hill,7,,23976,,electronic
,EBOOK LIFE-SPAN DEVELOPMENT,SANTROCK,HSS,2018,17,9781260289848,McGraw Hill,7,,23976,,electronic
,EBOOK LIVING WITH ART,GETLEIN,HSS,2019,12,9781260569872,McGraw Hill,7,,23976,,electronic
,EBOOK LOOKING AT PHILOSOPHY,PALMER,HSS,2019,7,9781260568998,McGraw Hill,7,,23976,,electronic
,EBOOK MARRIAGE AND FAMILY: THE QUEST FOR INTIMACY,LAUER,HSS,2018,9,9781260289459,McGraw Hill,7,,23976,,electronic
,EBOOK MARRIAGES AND FAMILIES: INTIMACY DIVERSITY AND STRENGT,OLSON,HSS,2018,9,9781260290783,McGraw Hill,7,,23976,,electronic
,EBOOK MAS,PEREZ GIRONES,HSS,2018,3,9781260288766,McGraw Hill,7,,23976,,electronic
,EBOOK MEASUREMENT BY THE PHYSICAL EDUCATOR: WHY AND HOW,MILLER,HSS,2019,8,9781260569322,McGraw Hill,7,,23976,,electronic
,EBOOK METHODS IN BEHAVIORAL RESEARCH,COZBY,HSS,2019,14,9781260569209,McGraw Hill,7,,23976,,electronic
,"EBOOK MUSIC:AN APPRECIATION, BRIEF ED",KAMIEN,HSS,2017,9,9781260546903,McGraw Hill,7,,23976,,electronic
,"EBOOK NUTRITION FOR HEALTH, FITNESS AND SPORT",WILLIAMS,HSS,2019,12,9781260569612,McGraw Hill,7,,23976,,electronic
,EBOOK OLA FOR COMMUNICATING IN GROUPS: APP & SKILLS,ADAMS,HSS,2017,10,9781260547382,McGraw Hill,7,,23976,,electronic
,EBOOK OLA FOR INTRODUCTION TO GEOGRAPHY,GETIS,HSS,2017,15,9781260546828,McGraw Hill,7,,23976,,electronic
,EBOOK OLA FOR THE GOOD EARTH,MCCONNELL,HSS,2017,4,9781260538083,McGraw Hill,7,,23976,,electronic
,EBOOK P.O.W.E.R. LEARNING & YOUR LIFE: ESST OF STUDENT SUCCE,FELDMAN,HSS,2019,4,9781260569131,McGraw Hill,7,,23976,,electronic
,EBOOK P.O.W.E.R. LEARNING: FOUNDATIONS OF STUDENT SUCCESS,FELDMAN,HSS,2019,3,9781260569148,McGraw Hill,7,,23976,,electronic
,EBOOK P.O.W.E.R. LEARNING:STRATEGIES FOR SUCCESS IN COLL & L,FELDMAN,HSS,2019,8,9781260569100,McGraw Hill,7,,23976,,electronic
,EBOOK PHILOSOPHY: A HISTORICAL SURVEY W/ ESST READINGS,STUMPF,HSS,2019,10,9781260568974,McGraw Hill,7,,23976,,electronic
,EBOOK PHILOSOPHY: THE POWER OF IDEAS,MOORE,HSS,2018,10,9781260288964,McGraw Hill,7,,23976,,electronic
,EBOOK PHYSICAL ANTHROPOLOGY,STEIN,HSS,2019,12,9781260569063,McGraw Hill,7,,23976,,electronic
,EBOOK PRINCIPLES OF ENVIRONMENTAL SCIENCE,CUNNINGHAM,HSS,2019,9,9781260568660,McGraw Hill,7,,23976,,electronic
,EBOOK PSYCHOLOGY OF SUCCESS,WAITLEY,HSS,2019,7,9781260569773,McGraw Hill,7,,23976,,electronic
,EBOOK READ REASON WRITE,SEYLER,HSS,2018,12,9781260289367,McGraw Hill,7,,23976,,electronic
,EBOOK SCHOOL LEADERSHIP & ADMINISTRATION: IMPORTANT CONCEPTS,GORTON,HSS,2018,10,9781260288889,McGraw Hill,7,,23976,,electronic
,EBOOK SOC 2020,WITT,HSS,2019,6,9781260569339,McGraw Hill,7,,23976,,electronic
,EBOOK SOCIAL PROBLEMS AND THE QUALITY OF LIFE,LAUER,HSS,2018,14,9781260289411,McGraw Hill,7,,23976,,electronic
,EBOOK SOCIOLOGY IN MODULES,SCHAEFER,HSS,2019,5,9781260569353,McGraw Hill,7,,23976,,electronic
,EBOOK SOCIOLOGY MATTERS,SCHAEFER,HSS,2018,7,9781260288773,McGraw Hill,7,,23976,,electronic
,EBOOK T/A MASS MEDIA LAW,CALVERT,HSS,2019,21,9781260579185,McGraw Hill,7,,23976,,electronic
,EBOOK TEACHING PHYSICAL EDUCATION FOR LEARNING,RINK,HSS,2019,8,9781260569155,McGraw Hill,7,,23976,,electronic
,EBOOK THE ART OF PUBLIC SPEAKING,LUCAS,HSS,2019,13,9781260569483,McGraw Hill,7,,23976,,electronic
,EBOOK THE ELEMENTS OF MORAL PHILOSOPHY,RACHELS,HSS,2018,9,9781260289664,McGraw Hill,7,,23976,,electronic
,EBOOK THE LAST DANCE ENCOUNTERING DEATH AND DYING,DESPELDER,HSS,2019,11,9781260569575,McGraw Hill,7,,23976,,electronic
,EBOOK THE NEW TESTAMENT,HARRIS,HSS,2019,9,9781260569001,McGraw Hill,7,,23976,,electronic
,EBOOK THE PHILOSOPHICAL JOURNEY: AN INTERACTIVE APPROACH,LAWHEAD,HSS,2018,7,9781260290769,McGraw Hill,7,,23976,,electronic
,EBOOK THE POWER OF LOGIC,HOWARD-SNYDER,HSS,2018,6,9781260288902,McGraw Hill,7,,23976,,electronic
,EBOOK THEATRE: THE LIVELY ART,WILSON,HSS,2018,21,9781260289398,McGraw Hill,7,,23976,,electronic
,EBOOK THINKING CRITICALLY ABOUT ETHICAL ISSUES,RUGGIERO,HSS,2019,10,9781260568967,McGraw Hill,7,,23976,,electronic
,EBOOK TU MUNDO,ANDRADE,HSS,2018,2,9781260288759,McGraw Hill,7,,23976,,electronic
,EBOOK UNDERSTANDING HUMAN SEXUALITY,HYDE,HSS,2019,14,9781260569186,McGraw Hill,7,,23976,,electronic
,EBOOK UNDERSTANDING PSYCHOLOGY,FELDMAN,HSS,2018,14,9781260289862,McGraw Hill,7,,23976,,electronic
,EBOOK UNFINISHED NATION: CONCISE HISTORY OF AMERICAN PPL V2,BRINKLEY,HSS,2018,9,9781260290639,McGraw Hill,7,,23976,,electronic
,EBOOK VIS-A-VIS: BEGINNING FRENCH (STUDENT EDITION),AMON,HSS,2018,7,9781260289824,McGraw Hill,7,,23976,,electronic
,EBOOK WE THE PEOPLE,PATTERSON,HSS,2018,13,9781260289732,McGraw Hill,7,,23976,,electronic
,EBOOK WOMEN ACROSS CULTURES,BURN,HSS,2018,4,9781260288841,McGraw Hill,7,,23976,,electronic
,EBOOK WORLD MUSIC: TRADITIONS AND TRANSFORMATIONS,BAKAN,HSS,2018,3,9781260288827,McGraw Hill,7,,23976,,electronic
,"EBOOK PRIVILEDGE, POWER AND DIFFERENCE",JOHNSON,HSS,2017,3,9781260538250,McGraw Hill,7,,23976,,electronic
,EBOOK INTRODUCING COMMUNICATION THEORY INTRODUCING COMMUNI,WEST,HSS,2017,6,9781260547511,McGraw Hill,7,,23976,,electronic
,AIRLINE CABIN CREW EB,VICTOR DE,HSS,2011,1,9781259081446,McGraw Hill,7,,9900,,electronic
,SALES & MKTG:TB HOSPITALITY EB,ANDREWS,HSS,2009,1,9781259081835,McGraw Hill,7,,7380,,electronic
,HUMAN RESOURCE MGMT:TB HOSP EB,ANDREWS,HSS,2008,1,9781259081958,McGraw Hill,7,,8910,,electronic
,TEXT BK OF HOTEL HOUSEKPNG EB,ANDREWS,HSS,2007,1,9781259082948,McGraw Hill,7,,14310,,electronic
,TB OF FOOD & BEVRGE MGMT EB,ANDREWS,HSS,2007,1,9781259082955,McGraw Hill,7,,14310,,electronic
,TB OF FRONT OFF MGMT & OP EB,ANDREWS,HSS,2007,1,9781259082962,McGraw Hill,7,,14670,,electronic
,MKTG HOSPIT TOURISM SERV. EB,KUMAR,HSS,2010,1,9781259083389,McGraw Hill,7,,17100,,electronic
,FOOD HYGIENE & SANITATION EB,RODAY,HSS,2011,2,9781259083761,McGraw Hill,7,,12510,,electronic
,ENGLISH LANGUAGE SKILLS EB,KONERU,HSS,2010,1,9781259083945,McGraw Hill,7,,7110,,electronic
,INDUSTRIAL PSYCHOLOGY EB,SINGH,HSS,2010,1,9781259084232,McGraw Hill,7,,17550,,electronic
,GENERAL PSYCHOLOGY EB,ABRAHAM,HSS,2011,1,9781259084829,McGraw Hill,7,,17910,,electronic
