id,title,author,subject,year_of_publication,edition,ISBN,publisher,seller,price_foreign_currency,price_indian_currency,link,medium
,Gene Expression Programming,Candida Ferreira,CSE,2020,,9783662601877,Springer Nature (Sie),1,,Rs. 5195,https://www.springer.com/in/book/9783540327967,
,Geographic Data Mining And Knowledge Discovery,Miller Harvey J. Et.Al,CSE,2018,2ND,9781138582668,Crc Press,1,,Rs. 3595,https://www.routledge.com/Geographic-Data-Mining-and-Knowledge-Discovery/Miller-Han/p/book/9781420073973,
,"Geometries, Codes And Cryptography",G. Longo,CSE,2020,,9783709148969,Springer Nature (Sie),1,,Rs. 3295,https://www.springer.com/in/book/9783211822050,
,Geometry For Computer Graphics,John Vince,CSE,2020,,9781447174608,Springer Nature (Sie),1,,Rs. 4195,https://www.springer.com/in/book/9781852338343,
,GUIDE TO CLOUD COMPUTING FOR BUSINESS AND TECHNOLOGY MANAGERS: FROM DISTRIBUTED COMPUTING TO CLOUDWARE APPLICATIONS,Vivek Kale,CSE,2018,,9781138329102,T&F INDIA,1,,Rs. 3995,https://www.routledge.com/Guide-to-Cloud-Computing-for-Business-and-Technology-Managers-From-Distributed/Kale/p/book/9780367377946,
,HANDBOOK OF AD HOC WIRELESS NETWORKS, Ilyas,CSE,2020,,9780367248260,T&F INDIA,1,,Rs. 3500,https://www.routledge.com/The-Handbook-of-Ad-Hoc-Wireless-Networks/Ilyas/p/book/9780849313325,
,HANDBOOK OF BATCH PROCESS DESIGN,P.N. Sharratt,CSE,2020,,9789402419559,SPRINGER,1,,Rs. 2495,https://www.springer.com/in/book/9780751403695,
,HANDBOOK OF BIG DATA,BUHLMANN PETER ET.AL,CSE,2019,,9780367240707,CRC PRESS,1,,Rs. 4495,https://www.routledge.com/Handbook-of-Big-Data/Buhlmann-Drineas-Kane-Laan/p/book/9780367330736,
,Handbook Of Computational Approaches To Counterterrorism,V.S. Subrahmanian,CSE,2020,,9781071600559,Springer Nature,1,,Rs. 5795,https://www.springer.com/in/book/9781461453109,
,Handbook Of Data Structures And Applications,"Mehta, Dinesh P.  Et.Al.",CSE,2018,,9781498701853,Chapman And Hall/Crc,1,BP 190,,https://www.routledge.com/Handbook-of-Data-Structures-and-Applications/Mehta-Sahni/p/book/9781498701853,
,"HANDBOOK OF DOCUMENT IMAGE PROCESSING AND RECOGNITION, 2 VOLUMES SET",Karl Tombre David Doermann,CSE,2020,,9781447174851,SPRINGER,1,,Rs. 5995,https://www.springer.com/in/book/9780857298584#otherversion=9780857298607,
,Handbook Of Grammatical Evolution,Ryan,CSE,2018,,9783319787169,Springer Nature,1,EUR 179.99,,https://www.springer.com/in/book/9783319787169,
,Handbook Of Image- Based Security Tech.,"Jasijit Suri,Suneeta Agrawal",CSE,2018,,9781138054219,Chapman And Hall/Crc,1,BP 120,,https://www.routledge.com/Handbook-of-Image-based-Security-Techniques/Shivani-Agarwal-Suri/p/book/9781138054219,
,HANDBOOK OF IOT AND BIG DATA,VIJENDER KUMAR SOLANI,CSE,2019,,9781138584204,CRC PRESS,1,BP 130,,https://www.routledge.com/Handbook-of-IoT-and-Big-Data/Solanki-Diaz-Davim/p/book/9781138584204,
,HANDBOOK OF MOBILE AD HOC NETWORKS FOR MOBILITY MODELS,Radhika Ranjan Roy ,CSE,2020,,9781071604465,SPRINGER,1,,Rs. 5995,https://www.springer.com/in/book/9781441960481,
,"HANDBOOK OF NATURAL COMPUTING, 4 VOLUMES SET"," Joost N. Kok Grzegorz Rozenberg, Thomas Bäck",CSE,2020,,9783662608906,SPRINGER,1,,Rs. 14995,https://www.springer.com/in/book/9783540929093#otherversion=9783540929116,
,"HANDBOOK OF SEMANTIC WEB TECHNOLOGIES, 2 VOLUMES SET","James A. Hendler John Domingue, Dieter Fensel",CSE,2020,,9783662608913,SPRINGER,1,,Rs. 7995,https://www.springer.com/in/book/9783540929123#otherversion=9783540929147,
,High Performance Computing For Big Data,Wang,CSE,2018,,9781498783996,Chapman And Hall/Crc,1,BP 100,,https://www.routledge.com/High-Performance-Computing-for-Big-Data-Methodologies-and-Applications/Wang/p/book/9781498783996,
,HUMAN DIMENSIONS OF CYBERSECURITY,BOSSOMAIER,CSE,2018,1ST,9781138590403,T&F,1,BP 59.99,,https://www.routledge.com/Human-Dimensions-of-Cybersecurity/Bossomaier-DAlessandro-Bradbury/p/book/9781138590403,
,Human-Computer Interaction And Cybersecurity Handbook,Abbas Moallem,CSE,2019,,9781138739161,Crc Press,1,BP 115,,https://www.routledge.com/Human-Computer-Interaction-and-Cybersecurity-Handbook/Moallem/p/book/9781138739161,
,"IMAGE AND VIDEO COMPRESSION FOR MULTIMEDIA ENGINEERING : FUNDAMENTALS, ALGORITHMS, AND STANDARDS","Yun-Qing Shi, Huifang Sun	",CSE,2019,3RD,9781138299597,T&F/CRC PRESS,1,BP 115,,https://www.routledge.com/Image-and-Video-Compression-for-Multimedia-Engineering-Fundamentals-Algorithms/Shi-Sun/p/book/9781138299597,
,Image Processing And Analysis With Graphs: Theory And Practice,Lezoray Olivier Et.Al,CSE,2018,,9781138582705,Crc Press,1,,Rs. 3695,https://www.routledge.com/Image-Processing-and-Analysis-with-Graphs-Theory-and-Practice/Lezoray-Grady/p/book/9781138071766,
,"IMAGE PROCESSING AND ANALYSIS, 1ST EDITION",Stan Birchfield,CSE,2018,1ST,9781285179520,CENGAGE,1,US$ 179.95,,https://www.cengage.co.uk/books/9781285179520/,
,IMAGE PROCESSING AND PATTERN RECOGNITION BASED ON PARALLEL SHIFT TECHNOLOGY,"Stepan Bilan, Sergey Yuzhakov",CSE,2018,,9781138712263,T&F/CRC PRESS,1,BP 150,,https://www.routledge.com/Image-Processing-and-Pattern-Recognition-Based-on-Parallel-Shift-Technology/Bilan-Yuzhakov/p/book/9781138712263,
,Image Processing: Tensor Transform And Discrete Tomography With Matlab ®,Grigoryan Artyom M. Et.Al,CSE,2018,,9781138582644,Crc Press,1,,Rs. 3295,https://www.routledge.com/Image-Processing-Tensor-Transform-and-Discrete-Tomography-with-MATLAB/Grigoryan-Grigoryan/p/book/9781138076174,
,INFORMATION AND COMMUNICATION TECHNOLOGY FOR DEVELOPMENT (ICT4D),Richard Heeks,CSE,2018,,9781138101814,T&F/ROUTLEDGE,1,BP 36.99,,https://www.routledge.com/Information-and-Communication-Technology-for-Development-ICT4D/Heeks/p/book/9781138101814,
,INFORMATION SYSTEM: PROCESS AND PRACTICE,"CHRISTINE URQUHART, FATEN HAMAD, DINA TBAISHAT &  ALISON YEOMAN",CSE,2018,,9781783302413,FACET PUBLISHING,1,BP 64.95,,https://www.facetpublishing.co.uk/page/detail/information-systems/?k=9781783302413,
,INFORMATION TECHNOLOGY LAW,"Diane Rowland, Uta Kohl, Andrew Charlesworth",CSE,2019,5TH,9780367242244,T&F INDIA,1,,Rs. 2995,https://www.routledge.com/Information-Technology-Law/Kohl-Charlesworth/p/book/9780415870160,
,INSIDER COMPUTER FRAUD: AN IN-DEPTH FRAMEWORK FOR DETECTING AND DEFENDING AGAINST INSIDER IT ATTACKS,Brancik,CSE,2018,,9781138582057,AUERBACH PUBLICATIONS,1,,Rs. 2995,https://www.routledge.com/Insider-Computer-Fraud-An-In-depth-Framework-for-Detecting-and-Defending/Brancik/p/book/9780367388065,
,Intelligent Methods And Big Data In Industrial Applications,Bembenik,CSE,2019,,9783319776033,Springer Nature,1,EUR 149.99,,https://www.springer.com/in/book/9783319776033,
,INTERNET OF THINGS,RAJ KAMAL,CSE,2019,,9789352605224,MCGRAW HILL INDIA,1,,Rs. 565,https://www.mheducation.co.in/internet-of-things-9789352605224-india,
,"INTERNET OF THINGS SECURITY: CHALLENGES, ADVANCES, AND ANALYTICS","Chintan Patel, Nishant Doshi",CSE,2019,,9781138318632,T&F/CRC PRESS,1,BP 56.99,,https://www.routledge.com/Internet-of-Things-Security-Challenges-Advances-and-Analytics/Patel-Doshi/p/book/9781138318632,
,INTERNET OF THINGS WITH RASPBERRY PI AND ARDUINO,Singh,CSE,2020,1ST,9780367248215,T&F/CRC PRESS,1,BP 68.99,,https://www.routledge.com/Internet-of-Things-with-Raspberry-Pi-and-Arduino/Singh-Gehlot-Gupta-Singh-Swain/p/book/9780367248215,
,INTRODCUTION TO SIGNAL PROCESSING FOR NON-ENGINEERS,Afshin Samani,CSE,2020,,9780367207557,T&F/ROUTLEDGE,1,BP 74.99,,https://www.routledge.com/An-Introduction-to-Signal-Processing-for-Non-Engineers/Samani/p/book/9780367207557,
,INTRODUCTION TO COMMUNICATIONS TECHNOLOGIES : A GUIDE FOR NON- ENGINEERS,"STEPHAN S. JONES , RONALD J. KOVAC , FRANK M. GROOM",CSE,2019,3RD,9780367240790,T&F INDIA,1,,Rs. 2495,https://www.routledge.com/Introduction-to-Communications-Technologies-A-Guide-for-Non-Engineers/Jones-Kovac-Groom/p/book/9780367575618,
,Introduction To Computational Models With Python,Garrido Jose M.,CSE,2020,,9780367372323,Chapman And Hall/Crc,1,,Rs. 3995,https://www.routledge.com/Introduction-to-Computational-Models-with-Python/Garrido/p/book/9780367575533,
,Introduction To Computer And Network Security: Navigating Shades Of Gray,Brooks Richard R.,CSE,2020,,9781138582507,Chapman And Hall/Crc,1,,Rs. 2195,https://www.routledge.com/Introduction-to-Computer-and-Network-Security-Navigating-Shades-of-Gray/Brooks/p/book/9781439860717,
,Introduction To Finite Element Analysis Using Creo Simulate 4.0,"Shih, Randy",CSE,2018,,9781630571085,Sdc Publications,1,BP 56.99,,https://www.routledge.com/Introduction-to-Finite-Element-Analysis-Using-Creo-Simulate-40/Shih/p/book/9781630571085,
,INTRODUCTION TO GC-MS COUPLING , phane Bouchonnet,CSE,2019,,9780367269142,T&F/INDIA,1,,Rs. 1795,https://www.routledge.com/Introduction-to-GC-MS-Coupling/Bouchonnet/p/book/9781466572515,
,INTRODUCTION TO GEOMETRIC ALGEBRA COMPUTING,Dietmar Hildenbrand,CSE,2018,,9781498748384,T&F/CRC PRESS,1,BP 79.99,,https://www.routledge.com/Introduction-to-Geometric-Algebra-Computing/Hildenbrand/p/book/9781498748384,
,"INTRODUCTION TO JAVASCRIPT PROGRAMMING THE ""NOTHING BUT A BROWSER"" APPROACH",Roberts,CSE,2019,,9780135245859,PEARSON,1,US$ 113.32,,https://www.pearson.com/store/p/introduction-to-javascript-programming-the-nothing-but-a-browser-approach/P100001270258/9780135245859,
,INTRODUCTION TO MACHINE LEARNING WITH APPLICATIONS IN INFORMATION SECURITY,Mark Stamp,CSE,2018,,9781138626782,T&F/CRC PRESS,1,BP 55.99,,https://www.routledge.com/Introduction-to-Machine-Learning-with-Applications-in-Information-Security/Stamp/p/book/9781138626782,
,Introduction To Mathematical Modeling And Computer Simulations,"Mityushev, Vladimir  Et.Al.",CSE,2018,,9781138197657,Chapman And Hall/Crc,1,BP 66.99,,https://www.routledge.com/Introduction-to-Mathematical-Modeling-and-Computer-Simulations/Mityushev-Nawalaniec-Rylko/p/book/9781138197657,
,Introduction To Modern Cryptography,Yehuda Lindell Jonathan Katz,CSE,2018,2ND,9781138581340,Crc Press,1,,Rs. 2695,https://www.routledge.com/Introduction-to-Modern-Cryptography/Katz-Lindell/p/book/9780815354369,
,Introduction To Numerical Programming: A Practical Guide For Scientists And Engineers Using Python And C/C++,Titus Adrian Beu,CSE,2020,,9780367372866,Crc Press,1,,Rs. 4995,https://www.routledge.com/Introduction-to-Numerical-Programming-A-Practical-Guide-for-Scientists/Beu/p/book/9781466569676,
,INTRODUCTION TO PARTIAL DIFFERENTIAL EQUATIONS: A COMPUTATIONAL APPROACH,"ASLAK TVEITO, RAGNAR WINTHER",CSE,2019,,9783662584675,SPRINGER,1,,Rs. 895,https://www.springer.com/in/book/9783540225515,
,INTRODUCTION TO PROGRAMMING AND PROBLEM-SOLVING USING SCALA,LEWIS MARK C & LISA LACHER,CSE,2019,2ND,9780367240844,CRC PRESS,1,,Rs. 3495,https://www.routledge.com/Introduction-to-Programming-and-Problem-Solving-Using-Scala/Lewis-Lacher/p/book/9781498730952,
,Introduction To Software Engineering,Ronald J. Leach,CSE,2020,2ND,9780367372347,Chapman And Hall/Crc,1,,Rs. 3995,https://www.routledge.com/Introduction-to-Software-Engineering/Leach/p/book/9780367575038,
,INTRODUCTION TO SOFTWARE PROJECT MANAGEMENT,VILLAFIORITA ADOLFO,CSE,2019,,9780367242350,TAYLOR & FRANCIS,1,,Rs. 2995,https://www.routledge.com/Introduction-to-Software-Project-Management/Villafiorita/p/book/9781466559530,
,Introduction To Unreal Engine 4,Sanders Andrew,CSE,2020,,9780367364106,A K Peters Ltd.,1,,Rs. 2495,https://www.routledge.com/An-Introduction-to-Unreal-Engine-4/Sanders/p/book/9781498765091,
,Introduction To Video Production,Compesi,CSE,2018,,9781138705746,Focal Press,1,BP 145,,https://www.routledge.com/Introduction-to-Video-Production-Studio-Field-and-Beyond/Compesi-Gomez/p/book/9781138705746,
,"INTRODUCTION TO VISUAL COMPUTING : CORE CONCEPTS IN COMPUTER VISION, GRAPHICS, AND IMAGE PROCESSING","Aditi Majumder, M. Gopi	",CSE,2018,,9781482244915,T&F/CRC PRESS,1,BP 74.99,,https://www.routledge.com/Introduction-to-Visual-Computing-Core-Concepts-in-Computer-Vision-Graphics/Majumder-Gopi/p/book/9781482244915,
,IOT ARCHITECT'S GUIDE TO ATTAINABLE SECURITY AND PRIVACY,FAGBEMI,CSE,2020,1ST,9780815368168,T&F,1,BP 59.99,,https://www.routledge.com/The-IoT-Architects-Guide-to-Attainable-Security-and-Privacy/Fagbemi-Wheeler-Wheeler/p/book/9780815368168,
,IP CORE PROTECTION AND HARDWARE-ASSISTED SECURITY FOR CONSUMER ELECTRONICS,Anirban Sengupta and Saraju P. Mohanty,CSE,2019,,9781785617997,IET PUBLISHING,1,BP 135,,https://shop.theiet.org/ip-core-protection-and-hardware-assisted-security-for-consumer-electronics,
,"JAVA SOFTWARE SOLUTIONS, GLOBAL EDITION",Lewis & Loftus,CSE,2018,9TH,9781292221724,PEARSON,1,BP 62.99,,https://www.pearson.ch/HigherEducation/Pearson/EAN/9781292221724/Java-Software-Solutions-Global-Edition,
,KAIZEN FOR QUICK CHANGEOVER: GOING BEYOND SMED,Sekine,CSE,2019,,9780367236359,T&F INDIA,1,,Rs. 1850,https://www.routledge.com/Kaizen-for-Quick-Changeover-Going-Beyond-SMED/Arai-Sekine/p/book/9781563273414,
,"Lessons In Scientific Computing: Numerical Mathematics, Computer Technology, And Scientific Discovery",Schorghofer,CSE,2019,,9781138070585,Crc Press,1,BP 51.99,,https://www.routledge.com/Lessons-in-Scientific-Computing-Numerical-Mathematics-Computer-Technology/Schorghofer/p/book/9781138070585,
,Linear Genetic Programming,Markus F. Brameier,CSE,2020,,9781071600153,Springer Nature (Sie),1,,Rs. 3995,https://www.springer.com/in/book/9780387310299,
,LOW-POWER DIGITAL VLSI DESIGN: CIRCUITS AND SYSTEMS,Bellaouar,CSE,2019,,9781071603109,Springer /MBS,1,,Rs. 2995,https://www.springer.com/in/book/9788132219361,
,MACHINE DESIGN DATA BOOK,MURTI P V RAMANA & VIDYASAGAR M,CSE,2019,2ND,9789387593879,BS PUBLICATIONS,1,,Rs. 150,http://www.bspublications.net/book_detail.php?bid=1421,
,MACHINE DESIGN DATA HANDBOOK,PILLI S.C & PATIL H.G,CSE,2019,2ND,9789384588038,I K INTERNATIONAL PUBLISHING HOUSE,1,,Rs. 335,https://www.ikbooks.com/books/book/engineering-computer-science/mechanical-production-industrial-engineering/machine-design-data-handbook/9789384588038/,
,Machine Learning For Text,Aggarwal,CSE,2018,,9783319735306,Springer Nature,1,EUR 69.99,,https://www.springer.com/in/book/9783319735306,
,MANAGEMENT INFORMATION SYSTEMS: MANAGERIAL PERSPECTIVES,"GOYAL, D. P.",CSE,2018,4TH,9789325978607,VIKAS PUBLISHING HOUSE PVT. LTD,1,,Rs. 450,https://www.vikaspublishing.com/books/business-economics/management/management-information-systems-managerial-perspectives/9789325978607/,
,MANY-CORE COMPUTING: HARDWARE AND SOFTWARE,Bashir M. Al-Hashimi and Geoff V. Merrett,CSE,2019,,9781785615825,IET PUBLISHING,1,BP 135,,https://shop.theiet.org/many-core-computing,
,MATHEMATICAL FOUNDATION OF COMPUTER SCIENCE,SATYANARAYANA BHAVANARI ET.AL,CSE,2018,,9789383635818,BS PUBLICATION,1,,Rs. 495,http://www.bspublications.net/book_detail.php?bid=1139,
,MATLAB : A PRACTICAL INTRODUCTION TO PROGRAMMING AND PROBLEM SOLVING,Stormy Attaway,CSE,2018,5TH,9780128154793,ELSEVIER,1,US$ 64.95,,https://www.elsevier.com/books/matlab/attaway/978-0-12-815479-3,
,"MATLAB FOR ENGINEERS, GLOBAL EDITION","Holly Moore	",CSE,2018,5TH,9781292231204,PEARSON,1,BP 57.99,,https://www.pearson.ch/HigherEducation/GeneralEngineering/IntroductoryEngineeringand/EAN/9781292231204/MATLAB-for-Engineers-Global-Edition,
,"METAL CUTTING THEORY AND PRACTICE, 3RD EDN",Stephenson D A,CSE,2018,3RD,9781138569492,T&F INDIA,1,,Rs. 2495,https://www.routledge.com/Metal-Cutting-Theory-and-Practice/Stephenson-Agapiou/p/book/9780367868192,
,MICROSTRIP AND PRINTED ANTENNA DESIGN,Bancroft,CSE,2019,3RD,9781785618543,IET PUBLISHING,1,BP 115,,https://shop.theiet.org/microstrip-and-printed-antenna-design-3rd-edition,
,MODELING AND SIMULATION OF COMPLEX COMMUNICATION NETWORKS,Muaz A. Niazi,CSE,2019,,9781785613555,IET PUBLISHING,1,BP 125,,https://shop.theiet.org/modeling-and-simulation-of-complex-networks,
,Modeling And Simulation Of Systems Using Matlab And Simulink,Chaturvedi Devendra K.,CSE,2018,,9780815351382,Crc Press,1,,Rs. 6100,https://www.routledge.com/Modeling-and-Simulation-of-Systems-Using-MATLAB-and-Simulink/Chaturvedi/p/book/9781439806722,
,MULTI-ANTENNA SYNTHETIC APERTURE RADAR , Wang,CSE,2019,,9780367269043,T&F/INDIA,1,,Rs. 2995,https://www.routledge.com/Multi-Antenna-Synthetic-Aperture-Radar/Wang/p/book/9781138076471,
,Multidisciplinary Approaches To Neural Computing,Esposito,CSE,2018,,9783319569031,Springer Nature,1,EUR 149.99,,https://www.springer.com/in/book/9783319569031,
,"NETWORK DESIGN, MODELLING AND PERFORMANCE EVALUATION",Quoc-Tuan Vien,CSE,2019,,9781785613364,IET PUBLISHING,1,BP 120,,https://shop.theiet.org/network-design-modelling-and-performance-evaluation,
,Network Meta-Analysis For Decision-Making,Sofia Dias Et.Al.,CSE,2018,,9781118647509,Wiley,1,US$ 93.5,,https://www.wiley.com/en-gb/Network+Meta+Analysis+for+Decision+Making-p-9781118647509,
,NETWORK SECURITY,"Ding-Zhu Du Scott C.-H. Huang, David MacCallum",CSE,2020,,9781071604489,SPRINGER,1,,Rs. 2495,https://www.springer.com/in/book/9780387738208,
,O SOCIAL MEDIA DATA MINING AND ANALYTICS,GABOR SZABO,CSE,2018,,9781118824856,JOHN WILEY,1,US$ 44.95,,https://www.wiley.com/en-in/Social+Media+Data+Mining+and+Analytics-p-9781118824856,
,OPERATING SYSTEM DESIGN : THE XINU APPROACH,DOUGLAS COMER,CSE,2019,2ND,9780367241070,T&F INDIA,1,,Rs. 4995,https://www.routledge.com/Operating-System-Design-The-Xinu-Approach-Second-Edition/Comer-Comer/p/book/9780367575939,
,Opportunistic Networks,"Ahmad, Khaleel  Et.Al.",CSE,2019,,9781138093188,Chapman And Hall/Crc,1,BP 150,,https://www.routledge.com/Opportunistic-Networks-Mobility-Models-Protocols-Security-and-Privacy/Ahmad-Udzir-Deka/p/book/9781138093188,
,OSS FOR TELECOM NETWORKS .AN INTRODUCTION TO NETWORK MANAGEMENT,Mishra,CSE,2018,,9781447174189,Springer /MBS,1,,Rs. 999,https://www.springer.com/in/book/9781852338084,
,PARAMETRIC MODELING WITH SOLIDWORKS 2019,"Paul Schilling, Randy Shih",CSE,2019,1ST,9781630572259,T&F/ SDC,1,BP 51,,https://www.routledge.com/Parametric-Modeling-with-SOLIDWORKS-2019/Schilling-Shih/p/book/9781630572259,
,Pattern Recognition And Classification,Geoff Dougherty,CSE,2020,,9781071600924,Springer Nature,1,,Rs. 3195,https://www.springer.com/in/book/9781461453222,
,"PATTERN RECOGNITION AND IMAGE PREPROCESSING, 2ND EDITION",T. Bow,CSE,2018,2ND,9781138582224,T&F INDIA,1,,Rs. 3995,https://www.routledge.com/Pattern-Recognition-and-Image-Preprocessing/Bow/p/book/9780824706593,
,"POWER ENGINEERING, CONTROL AND INFORMATION TECHNOLOGIES IN GEOTECHNICAL SYSTEMS ", Pivnyak,CSE,2019,,9780367268190,T&F/INDIA,1,,Rs. 1795,https://www.routledge.com/Power-Engineering-Control-and-Information-Technologies-in-Geotechnical/Pivnyak-Beshta-Alekseyev/p/book/9780367452155,
,PRACTICAL HANDBOOK ON IMAGE PROCESSING FOR SCIENTIFIC AND TECHNICAL APPLICATIONS, Jahne,CSE,2020,2ND,9781498798013,T&F INDIA,1,,Rs. 3500,https://www.routledge.com/Practical-Handbook-on-Image-Processing-for-Scientific-and-Technical-Applications/Jahne/p/book/9780849319006,
,PRINCIPLES AND APPLICATIONS OF FREE SPACE OPTICAL COMMUNICATIONS,"Arun K. Majumdar, Zabih Ghassemlooy, et al.",CSE,2019,,9781785614156,IET PUBLISHING,1,BP 125,,https://shop.theiet.org/principles-and-applications-of-free-space-optical-communications,
,PRINCIPLES AND PRACTICE: AN INTEGRATED APPROACH TO ENGINEERING GRAPHICS AND AUTOCAD 2019,Randy Shih ,CSE,2018,,9781630571894,T&F/SDC,1,BP 55,,https://www.routledge.com/Principles-and-Practice-An-Integrated-Approach-to-Engineering-Graphics/Shih/p/book/9781630571894,
,"PROBLEM SOLVING WITH C++, GLOBAL EDITION",Savitch,CSE,2018,10TH,9781292222820,PEARSON,1,BP 62.99,,https://www.pearson.ch/HigherEducation/Pearson/EAN/9781292222820/Problem-Solving-with-C-Global-Edition,
,PROGRAMMING IN C ( WITH CDROM ),DEY PRADIP & GHOSH MANAS,CSE,2018,2ND,9780198065289,OXFORD UNIVERSITY PRESS,1,,Rs. 559,https://india.oup.com/product/programming-in-c-9780198065289?,
,Programming With Matlab For Scientists,Mikhailov,CSE,2018,,9781498738286,Crc Press,1,BP 58.99,,https://www.routledge.com/Programming-with-MATLAB-for-Scientists-A-Beginners-Introduction/Mikhailov/p/book/9781498738286,
,PROGRAMMING WITH MATLAB FOR SCIENTISTS: A BEGINNERS INTRODUCTION,EUGENIY E. MIKHAILOV,CSE,2019,,9780367241179,T&F INDIA,1,,Rs. 2695,https://www.routledge.com/Programming-with-MATLAB-for-Scientists-A-Beginners-Introduction/Mikhailov/p/book/9781498738286,
,PYTHON PROGRAMMING IN CONTEXT,"Bradley N. Miller, David L. Ranum, et al.",CSE,2019,,9781284175554,JONES & BARTLETT,1,US$ 85,,https://www.jblearning.com/catalog/productdetails/9781284175554,
,PYTON PROGRAMMING: USING PROBLEM SOLVING APPROACH,REEMA THAREJA,CSE,2020,,9780199480173,OXFORD UNIVERSITY PRESS,1,,Rs. 545,https://india.oup.com/product/python-programming-9780199480173,
,RESEARCH ANALYTICS: BOOSTING UNIVERSITY PRODUCTIVITY AND COMPETITIVENESS THROUGH SCIENTOMETRICS,Francisco J. Cantu-Ortiz,CSE,2018,,9781498785426,T&F/CRC PRESS,1,BP 150,,https://www.routledge.com/Research-Analytics-Boosting-University-Productivity-and-Competitiveness/Cantu-Ortiz/p/book/9781498785426,
,Reverse Design: Half-Life,"Holleman, Patrick",CSE,2019,,9781138323902,Crc Press,1,BP 42.99,,https://www.routledge.com/Reverse-Design-Half-Life/Holleman/p/book/9781138323902,
,Reverse Design: Super Mario World,"Holleman, Patrick",CSE,2019,,9781138323254,Crc Press,1,BP 42.99,,https://www.routledge.com/Reverse-Design-Super-Mario-World/Holleman/p/book/9781138323254,
,RISK ASSESSMENT AND DECISION ANALYSIS WITH BAYESIAN NETWORKS,"Norman Fenton, Martin Neil",CSE,2019,2ND,9781138035119,T&F/CRC PRESS,1,BP 54.99,,https://www.routledge.com/Risk-Assessment-and-Decision-Analysis-with-Bayesian-Networks/Fenton-Neil/p/book/9781138035119,
,RNA-SEQ DATA ANALYSIS: A PRACTICAL APPROACH,"EIJA KORPELAINEN, JARNO TUIMALA ET ALL.",CSE,2019,,9780367241285,T&F INDIA,1,,Rs. 2995,https://www.routledge.com/RNA-seq-Data-Analysis-A-Practical-Approach/Korpelainen-Tuimala-Somervuo-Huss-Wong/p/book/9781466595002,
,Robustness Theory And Application,Clarke,CSE,2018,,9781118669303,Wiley,1,US$ 98.95,,https://www.wiley.com/en-gb/Robustness+Theory+and+Application-p-9781118669303,
,SECURE CLOUD COMPUTING,"Cliff Wang Sushil Jajodia, Krishna Kant, Pierangela Samarati, Anoop Singhal, Vipin Swarup",CSE,2020,,9781071604441,SPRINGER,1,,Rs. 2495,https://www.springer.com/in/book/9781461492771,
,"SECURITY AND PRIVACY FOR BIG DATA, CLOUD COMPUTING AND APPLICATIONS","Wei Ren, Lizhe Wang, Kim-Kwang Raymond Choo, Fatos Xhafa",CSE,2019,,9781785617478,IET PUBLISHING,1,BP 120,,https://shop.theiet.org/security-and-privacy-for-big-data-cloud-computing-and-applications,
,SECURITY IN THE PRIVATE CLOUD,VACCA,CSE,2018,,9781138329126,T&F INDIA,1,,Rs. 2995,https://www.routledge.com/Security-in-the-Private-Cloud/Vacca/p/book/9780367658397,
,SEQUENTIAL LOGIC AND VERILOG HDL FUNDAMENTALS , Cavanagh,CSE,2019,,9780367267797,T&F/INDIA,1,,Rs. 4995,https://www.routledge.com/Sequential-Logic-and-Verilog-HDL-Fundamentals/Cavanagh/p/book/9781498738224,
,SMART GRID SECURITY: AN END-TO-END VIEW OF SECURITY IN THE NEW ELECTRICAL GRID , N. Sorebo,CSE,2019,,9780367269326,T&F/INDIA,1,,Rs. 2495,https://www.routledge.com/Smart-Grid-Security-An-End-to-End-View-of-Security-in-the-New-Electrical/Sorebo-Echols/p/book/9781439855874,
,SOFT COMPUTING FOR IMAGE AND MULTIMEDIA DATA PROCESSING,SIDDHARTHA BHATTACHARYYA,CSE,2020,,9783662601013,SPRINGER NATURE (SIE),1,,Rs. 3695,https://www.springer.com/in/book/9783642402548,
,Soft Computing In Chemical And Physical Sciences: A Shift In Computing Paradigm,Sarkar Kanchan Et.Al,CSE,2018,,9781498755931,Crc Press,1,BP 170,,https://www.routledge.com/Soft-Computing-in-Chemical-and-Physical-Sciences-A-Shift-in-Computing-Paradigm/Sarkar-Bhattacharyya/p/book/9781498755931,
,Software Design: A Comprehensive Guide To Software Development Projects,Murali Chemuturi,CSE,2018,,9780815382768,Chapman And Hall/Crc,1,BP 110,,https://www.routledge.com/Software-Design-A-Comprehensive-Guide-to-Software-Development-Projects/Chemuturi/p/book/9780815382768,
,Software Essentials: Design And Construction,Adair Dingle,CSE,2020,,9780367371197,Chapman And Hall/Crc,1,,Rs. 3495,https://www.routledge.com/Software-Essentials-Design-and-Construction/Dingle/p/book/9780367659134,
,STARTING OUT WITH C++: EARLY OBJECTS,"Tony Gaddis
Judy Walters
Godfrey Muganda
",CSE,2020,10TH,9780135862391,PEARSON,1,US$ 171.99,,https://www.pearson.com/store/p/starting-out-with-c-early-objects/P100002716184/9780135241004,
,"STARTING OUT WITH C++: FROM CONTROL STRUCTURES THROUGH OBJECTS, BRIEF VERSION","Tony Gaddis
",CSE,2020,9TH,9780135188651,PEARSON,1,US$ 173.32,,https://www.pearson.com/store/p/starting-out-with-c-from-control-structures-through-objects-brief-version/P100001167314/9780135188651,
